GenerationGhw,Type,IdDate
0.62,Geothermal,143
0.62,Geothermal,144
0.62,Geothermal,145
0.62,Geothermal,146
0.62,Geothermal,147
0.62,Geothermal,148
0.62,Geothermal,149
0.62,Geothermal,150
0.62,Geothermal,151
0.62,Geothermal,152
0.62,Geothermal,153
0.62,Geothermal,154
0.62,Geothermal,155
0.62,Geothermal,156
0.62,Geothermal,157
0.62,Geothermal,158
0.62,Geothermal,159
0.62,Geothermal,160
0.62,Geothermal,161
0.62,Geothermal,162
0.62,Geothermal,163
0.62,Geothermal,164
0.62,Geothermal,165
0.62,Geothermal,166
0.62,Geothermal,167
0.62,Geothermal,168
0.62,Geothermal,169
0.62,Geothermal,170
0.62,Geothermal,171
0.62,Geothermal,172
0.62,Geothermal,173
0.62,Geothermal,174
0.62,Geothermal,175
0.62,Geothermal,176
0.62,Geothermal,177
0.62,Geothermal,178
0.62,Geothermal,179
0.62,Geothermal,180
0.62,Geothermal,181
0.62,Geothermal,182
0.62,Geothermal,183
0.62,Geothermal,184
0.62,Geothermal,185
0.62,Geothermal,186
0.62,Geothermal,187
0.62,Geothermal,188
0.62,Geothermal,189
0.62,Geothermal,190
0.62,Geothermal,191
0.62,Geothermal,192
0.62,Geothermal,193
0.62,Geothermal,194
0.62,Geothermal,195
0.62,Geothermal,196
0.62,Geothermal,197
0.62,Geothermal,198
0.62,Geothermal,199
0.62,Geothermal,200
0.62,Geothermal,201
0.62,Geothermal,202
0.62,Geothermal,203
0.62,Geothermal,204
0.62,Geothermal,205
0.62,Geothermal,206
0.62,Geothermal,207
0.62,Geothermal,208
0.62,Geothermal,209
0.62,Geothermal,210
0.62,Geothermal,211
0.62,Geothermal,212
0.62,Geothermal,213
0.62,Geothermal,214
0.62,Geothermal,215
0.62,Geothermal,216
0.62,Geothermal,217
0.62,Geothermal,218
0.62,Geothermal,219
0.62,Geothermal,220
0.62,Geothermal,221
0.62,Geothermal,222
0.62,Geothermal,223
0.62,Geothermal,224
0.62,Geothermal,225
0.62,Geothermal,226
0.62,Geothermal,227
0.62,Geothermal,228
0.62,Geothermal,229
0.62,Geothermal,230
0.62,Geothermal,231
0.62,Geothermal,232
0.62,Geothermal,233
0.62,Geothermal,234
0.62,Geothermal,235
0.62,Geothermal,236
0.62,Geothermal,238
0.62,Geothermal,239
0.62,Geothermal,240
0.62,Geothermal,241
0.62,Geothermal,242
0.62,Geothermal,243
0.62,Geothermal,246
0.62,Geothermal,247
0.62,Geothermal,248
0.62,Geothermal,250
0.62,Geothermal,251
0.62,Geothermal,252
0.62,Geothermal,255
0.62,Geothermal,256
0.62,Geothermal,282
0.62,Geothermal,283
0.62,Geothermal,284
0.62,Geothermal,285
0.62,Geothermal,286
0.62,Geothermal,287
0.62,Geothermal,288
0.62,Geothermal,289
0.62,Geothermal,290
0.62,Geothermal,291
0.62,Geothermal,292
0.62,Geothermal,293
0.62,Geothermal,294
0.62,Geothermal,295
0.62,Geothermal,296
0.62,Geothermal,297
0.62,Geothermal,325
0.62,Geothermal,326
0.62,Geothermal,327
0.62,Geothermal,328
0.62,Geothermal,329
0.62,Geothermal,330
0.62,Geothermal,331
0.62,Geothermal,332
0.62,Geothermal,333
0.62,Geothermal,334
0.62,Geothermal,335
0.62,Geothermal,336
0.62,Geothermal,337
0.62,Geothermal,338
0.62,Geothermal,339
0.62,Geothermal,340
0.62,Geothermal,341
0.62,Geothermal,342
0.62,Geothermal,343
0.62,Geothermal,344
0.62,Geothermal,345
0.62,Geothermal,346
0.62,Geothermal,347
0.62,Geothermal,348
0.62,Geothermal,349
0.62,Geothermal,350
0.62,Geothermal,351
0.62,Geothermal,352
0.62,Geothermal,353
0.62,Geothermal,354
0.62,Geothermal,355
0.62,Geothermal,356
0.62,Geothermal,357
0.62,Geothermal,358
0.62,Geothermal,359
0.62,Geothermal,360
0.62,Geothermal,361
0.62,Geothermal,362
0.62,Geothermal,373
0.62,Geothermal,374
0.62,Geothermal,375
0.62,Geothermal,398
0.62,Geothermal,399
0.62,Geothermal,418
0.62,Geothermal,423
0.62,Geothermal,426
0.62,Geothermal,443
0.62,Geothermal,444
0.62,Geothermal,445
0.62,Geothermal,446
0.62,Geothermal,447
0.62,Geothermal,448
0.62,Geothermal,449
0.62,Geothermal,450
0.62,Geothermal,451
0.62,Geothermal,452
0.62,Geothermal,453
0.62,Geothermal,454
0.62,Geothermal,455
0.62,Geothermal,456
0.62,Geothermal,457
0.62,Geothermal,458
0.62,Geothermal,459
0.62,Geothermal,460
0.62,Geothermal,461
0.62,Geothermal,462
0.62,Geothermal,463
0.62,Geothermal,470
0.62,Geothermal,471
0.62,Geothermal,472
0.62,Geothermal,473
0.62,Geothermal,502
0.62,Geothermal,524
0.62,Geothermal,526
0.62,Geothermal,540
0.62,Geothermal,617
0.62,Geothermal,634
0.62,Geothermal,636
0.62,Geothermal,921
0.62,Geothermal,922
0.62,Geothermal,923
0.62,Geothermal,924
0.62,Geothermal,925
0.62,Geothermal,945
0.62,Geothermal,946
0.62,Geothermal,947
0.62,Geothermal,948
0.62,Geothermal,949
0.62,Geothermal,950
0.62,Geothermal,951
0.62,Geothermal,952
0.62,Geothermal,954
0.62,Geothermal,955
0.62,Geothermal,1057
0.62,Geothermal,1058
0.62,Geothermal,1072
0.62,Geothermal,1073
0.62,Geothermal,1074
0.62,Geothermal,1075
0.62,Geothermal,1076
0.62,Geothermal,1077
0.62,Geothermal,1078
0.62,Geothermal,1079
0.62,Geothermal,1090
0.62,Geothermal,1091
0.62,Geothermal,1093
0.62,Geothermal,1094
0.62,Geothermal,1095
0.62,Geothermal,1096
0.62,Geothermal,1097
0.62,Geothermal,1098
0.62,Geothermal,1099
0.62,Geothermal,1101
0.62,Geothermal,1102
0.62,Geothermal,1103
0.62,Geothermal,1104
0.62,Geothermal,1105
0.62,Geothermal,1106
0.62,Geothermal,1107
0.62,Geothermal,1108
0.62,Geothermal,1109
0.62,Geothermal,1110
0.62,Geothermal,1111
0.62,Geothermal,1112
0.62,Geothermal,1113
0.62,Geothermal,1114
0.62,Geothermal,1115
0.62,Geothermal,1116
0.62,Geothermal,1117
0.62,Geothermal,1118
0.62,Geothermal,1119
0.62,Geothermal,1120
0.62,Geothermal,1121
0.62,Geothermal,1122
0.62,Geothermal,1123
0.62,Geothermal,1124
0.62,Geothermal,1125
0.62,Geothermal,1126
0.62,Geothermal,1127
0.62,Geothermal,1128
0.62,Geothermal,1129
0.62,Geothermal,1130
0.62,Geothermal,1131
0.62,Geothermal,1132
0.62,Geothermal,1133
0.62,Geothermal,1134
0.62,Geothermal,1135
0.62,Geothermal,1136
0.62,Geothermal,1137
0.62,Geothermal,1138
0.62,Geothermal,1139
0.62,Geothermal,1141
0.62,Geothermal,1142
0.62,Geothermal,1143
0.62,Geothermal,1144
0.62,Geothermal,1145
0.62,Geothermal,1146
0.62,Geothermal,1147
0.62,Geothermal,1148
0.62,Geothermal,1149
0.62,Geothermal,1150
0.62,Geothermal,1151
0.62,Geothermal,1152
0.62,Geothermal,1153
0.62,Geothermal,1154
0.62,Geothermal,1155
0.62,Geothermal,1159
0.62,Geothermal,1160
0.62,Geothermal,1161
0.62,Geothermal,1162
0.62,Geothermal,1163
0.62,Geothermal,1164
0.62,Geothermal,1165
0.62,Geothermal,1166
0.62,Geothermal,1167
0.62,Geothermal,1168
0.62,Geothermal,1169
0.62,Geothermal,1170
0.62,Geothermal,1173
0.62,Geothermal,1174
0.62,Geothermal,1175
0.62,Geothermal,1314
0.62,Geothermal,1355
0.62,Geothermal,1359
0.62,Geothermal,1448
0.62,Geothermal,1449
0.62,Geothermal,1450
0.62,Geothermal,1451
0.62,Geothermal,1452
0.62,Geothermal,1453
0.62,Geothermal,1454
0.62,Geothermal,1455
0.62,Geothermal,1456
0.62,Geothermal,1457
0.62,Geothermal,1618
0.62,Geothermal,1619
0.62,Geothermal,1786
0.62,Geothermal,1787
0.62,Geothermal,1788
0.62,Geothermal,1789
0.62,Geothermal,1792
0.62,Geothermal,1793
0.62,Geothermal,1794
0.62,Geothermal,1994
0.62,Geothermal,1995
0.62,Geothermal,2005
0.62,Geothermal,2007
0.62,Geothermal,2008
0.62,Geothermal,2351
0.62,Geothermal,2352
0.62,Geothermal,2353
0.62,Geothermal,2430
0.62,Geothermal,2431
0.62,Geothermal,2432
0.62,Geothermal,2433
0.62,Geothermal,2434
0.62,Geothermal,2435
0.62,Geothermal,2436
0.62,Geothermal,2437
0.62,Geothermal,2438
0.62,Geothermal,2439
0.62,Geothermal,2440
0.62,Geothermal,2441
0.62,Geothermal,2442
0.62,Geothermal,2443
0.62,Geothermal,2444
0.62,Geothermal,2449
0.62,Geothermal,2450
0.62,Geothermal,2451
0.62,Geothermal,2463
0.62,Geothermal,2464
0.62,Geothermal,2624
0.62,Geothermal,2627
0.62,Geothermal,2632
0.62,Geothermal,2672
0.62,Geothermal,2673
0.62,Geothermal,2674
0.62,Geothermal,2675
0.62,Geothermal,2676
0.62,Geothermal,2677
0.62,Geothermal,2678
0.62,Geothermal,2679
0.62,Geothermal,2703
0.62,Geothermal,2704
0.62,Geothermal,2820
0.62,Geothermal,2821
0.62,Geothermal,2822
0.62,Geothermal,2823
0.62,Geothermal,2984
0.62,Geothermal,3012
0.62,Geothermal,3211
0.62,Geothermal,1
0.62,Geothermal,3215
0.62,Geothermal,3216
0.62,Geothermal,3217
0.62,Geothermal,3218
0.62,Geothermal,3219
0.62,Geothermal,3220
0.62,Geothermal,3221
0.62,Geothermal,3222
0.62,Geothermal,3223
0.62,Geothermal,3235
0.62,Geothermal,3236
0.62,Geothermal,3237
0.62,Geothermal,3238
0.62,Geothermal,3239
0.62,Geothermal,3240
0.62,Geothermal,3241
0.62,Geothermal,3242
0.62,Geothermal,3243
0.62,Geothermal,3244
0.62,Geothermal,3245
0.62,Geothermal,3246
0.62,Geothermal,3258
0.62,Geothermal,3259
0.62,Geothermal,3260
0.62,Geothermal,3261
0.62,Geothermal,3271
0.62,Geothermal,3272
0.62,Geothermal,3279
0.62,Geothermal,3280
0.62,Geothermal,3281
0.62,Geothermal,3282
0.62,Geothermal,3283
0.62,Geothermal,3284
0.62,Geothermal,3285
0.62,Geothermal,3286
0.62,Geothermal,3287
0.62,Geothermal,3288
0.62,Geothermal,3289
0.62,Geothermal,3290
0.62,Geothermal,3291
0.62,Geothermal,3292
0.62,Geothermal,3293
0.62,Geothermal,3294
0.62,Geothermal,3295
0.62,Geothermal,3296
0.62,Geothermal,3297
0.62,Geothermal,3298
0.62,Geothermal,3299
0.62,Geothermal,3300
0.62,Geothermal,3301
0.62,Geothermal,3302
0.62,Geothermal,3303
0.62,Geothermal,3304
0.62,Geothermal,3305
0.62,Geothermal,3306
0.62,Geothermal,3307
0.62,Geothermal,3308
0.62,Geothermal,3309
0.62,Geothermal,3310
0.62,Geothermal,3311
0.62,Geothermal,3312
0.62,Geothermal,3313
0.62,Geothermal,3314
0.62,Geothermal,3315
0.62,Geothermal,3316
0.62,Geothermal,3317
0.62,Geothermal,3318
0.62,Geothermal,3319
0.62,Geothermal,3320
0.62,Geothermal,3321
0.62,Geothermal,3322
0.62,Geothermal,3323
0.62,Geothermal,3324
0.62,Geothermal,3325
0.62,Geothermal,3326
0.62,Geothermal,3330
0.62,Geothermal,3331
0.62,Geothermal,3332
0.62,Geothermal,3333
0.62,Geothermal,3334
0.62,Geothermal,3335
0.62,Geothermal,3336
0.62,Geothermal,3337
0.62,Geothermal,3338
0.62,Geothermal,3339
0.62,Geothermal,3340
0.62,Geothermal,3341
0.62,Geothermal,3342
0.62,Geothermal,3343
0.62,Geothermal,3380
0.62,Geothermal,3381
0.62,Geothermal,3382
0.62,Geothermal,3383
0.62,Geothermal,3384
0.62,Geothermal,3385
0.62,Geothermal,3386
0.62,Geothermal,3387
0.62,Geothermal,3388
0.62,Geothermal,3458
0.62,Geothermal,3459
0.62,Geothermal,3460
0.62,Geothermal,3461
0.62,Geothermal,3462
0.62,Geothermal,3467
0.62,Geothermal,3468
0.62,Geothermal,3469
0.62,Geothermal,3470
0.62,Geothermal,3471
0.62,Geothermal,3472
0.62,Geothermal,3473
0.62,Geothermal,3474
0.62,Geothermal,3475
0.62,Geothermal,3476
0.62,Geothermal,3477
0.62,Geothermal,3478
0.62,Geothermal,3479
0.62,Geothermal,3480
0.62,Geothermal,3481
0.62,Geothermal,3482
0.62,Geothermal,3483
0.62,Geothermal,3484
0.62,Geothermal,3485
0.62,Geothermal,3486
0.62,Geothermal,3655
0.62,Geothermal,3770
0.62,Geothermal,3775
0.62,Geothermal,3776
0.62,Geothermal,3777
0.62,Geothermal,3778
0.62,Geothermal,3779
0.62,Geothermal,3780
0.62,Geothermal,3781
0.62,Geothermal,3784
0.62,Geothermal,3785
0.62,Geothermal,3811
0.62,Geothermal,3832
0.62,Geothermal,3852
0.62,Geothermal,3853
0.62,Geothermal,3854
0.62,Geothermal,3925
0.62,Geothermal,3926
0.62,Geothermal,3927
0.62,Geothermal,3928
0.62,Geothermal,3929
0.62,Geothermal,3930
0.62,Geothermal,3946
0.62,Geothermal,3947
0.62,Geothermal,3948
0.62,Geothermal,3949
0.62,Geothermal,3950
0.62,Geothermal,3951
0.62,Geothermal,3952
0.62,Geothermal,3953
0.62,Geothermal,3954
0.62,Geothermal,3955
0.62,Geothermal,3956
0.62,Geothermal,3968
0.62,Geothermal,3969
0.62,Geothermal,3970
0.62,Geothermal,3971
0.62,Geothermal,3972
0.62,Geothermal,3973
0.62,Geothermal,3974
0.62,Geothermal,3975
0.62,Geothermal,3976
0.62,Geothermal,3977
0.62,Geothermal,3978
0.62,Geothermal,3979
0.62,Geothermal,3980
0.62,Geothermal,3981
0.62,Geothermal,3982
0.62,Geothermal,3992
0.62,Geothermal,3993
0.62,Geothermal,3994
0.62,Geothermal,3995
0.62,Geothermal,3996
0.62,Geothermal,3997
0.62,Geothermal,3998
0.62,Geothermal,3999
0.62,Geothermal,4000
0.62,Geothermal,4001
0.62,Geothermal,4002
0.62,Geothermal,4003
0.62,Geothermal,4004
0.62,Geothermal,4005
0.62,Geothermal,4006
0.62,Geothermal,4015
0.62,Geothermal,4023
0.62,Geothermal,4024
0.62,Geothermal,4025
0.62,Geothermal,4026
0.62,Geothermal,4027
0.62,Geothermal,4044
0.62,Geothermal,4045
0.62,Geothermal,4046
0.62,Geothermal,4047
0.62,Geothermal,4048
0.62,Geothermal,4049
0.62,Geothermal,4050
0.62,Geothermal,4070
0.62,Geothermal,4071
0.62,Geothermal,4072
0.62,Geothermal,4073
0.62,Geothermal,4074
0.62,Geothermal,4075
0.62,Geothermal,4076
0.62,Geothermal,4077
0.62,Geothermal,4088
0.62,Geothermal,4089
0.62,Geothermal,4090
0.62,Geothermal,4091
0.62,Geothermal,4092
0.62,Geothermal,4093
0.62,Geothermal,4094
0.62,Geothermal,4095
0.62,Geothermal,4096
0.62,Geothermal,4097
0.62,Geothermal,4111
0.62,Geothermal,4112
0.62,Geothermal,4113
0.62,Geothermal,4114
0.62,Geothermal,4115
0.62,Geothermal,4116
0.62,Geothermal,4121
0.62,Geothermal,4122
0.62,Geothermal,4123
0.62,Geothermal,4124
0.62,Geothermal,4125
0.62,Geothermal,4126
0.62,Geothermal,4127
0.62,Geothermal,4128
0.62,Geothermal,4129
0.62,Geothermal,4130
0.62,Geothermal,4131
0.62,Geothermal,4132
0.62,Geothermal,4133
0.62,Geothermal,4134
0.62,Geothermal,4135
0.62,Geothermal,4136
0.62,Geothermal,4137
0.62,Geothermal,4140
0.62,Geothermal,4141
0.62,Geothermal,4142
0.62,Geothermal,4143
0.62,Geothermal,4144
0.62,Geothermal,4145
0.62,Geothermal,4146
0.62,Geothermal,4147
0.62,Geothermal,4148
0.62,Geothermal,4185
0.62,Geothermal,4186
0.62,Geothermal,4187
0.62,Geothermal,4188
0.62,Geothermal,4189
0.62,Geothermal,4191
0.62,Geothermal,4210
0.62,Geothermal,4212
0.62,Geothermal,4213
0.62,Geothermal,4214
0.62,Geothermal,4215
0.62,Geothermal,4216
0.62,Geothermal,4217
0.62,Geothermal,4284
0.62,Geothermal,4285
0.62,Geothermal,4286
0.62,Geothermal,4287
0.62,Geothermal,4288
0.62,Geothermal,4289
0.62,Geothermal,4306
0.62,Geothermal,4307
0.62,Geothermal,4308
0.62,Geothermal,4311
0.62,Geothermal,4312
0.62,Geothermal,4313
0.62,Geothermal,4314
0.62,Geothermal,4315
0.62,Geothermal,4334
0.62,Geothermal,4335
0.62,Geothermal,4350
0.62,Geothermal,4448
0.62,Geothermal,4449
0.62,Geothermal,4450
0.62,Geothermal,4451
0.62,Geothermal,4452
0.62,Geothermal,4453
0.62,Geothermal,4455
0.62,Geothermal,4456
0.62,Geothermal,4482
0.62,Geothermal,4526
0.62,Geothermal,4527
0.62,Geothermal,4528
0.62,Geothermal,4564
0.62,Geothermal,4565
0.62,Geothermal,4566
0.62,Geothermal,4567
0.62,Geothermal,4596
0.62,Geothermal,4597
0.62,Geothermal,4598
0.62,Geothermal,4599
0.62,Geothermal,4600
0.62,Geothermal,4620
0.62,Geothermal,4621
0.62,Geothermal,4642
0.62,Geothermal,4643
0.62,Geothermal,4644
0.62,Geothermal,4645
0.62,Geothermal,4779
0.62,Geothermal,4791
0.62,Geothermal,4832
0.62,Geothermal,4833
0.62,Geothermal,4834
0.62,Geothermal,4835
0.62,Geothermal,4836
0.62,Geothermal,4837
0.62,Geothermal,4838
0.62,Geothermal,4860
0.62,Geothermal,4861
0.62,Geothermal,4862
0.62,Geothermal,4863
0.62,Geothermal,4909
0.62,Geothermal,4915
0.62,Geothermal,4932
0.62,Geothermal,4933
0.62,Geothermal,4934
0.62,Geothermal,4935
0.62,Geothermal,4936
0.62,Geothermal,4937
0.62,Geothermal,4938
0.62,Geothermal,4939
0.62,Geothermal,4940
0.62,Geothermal,4941
0.62,Geothermal,4942
0.62,Geothermal,4943
0.62,Geothermal,4944
0.62,Geothermal,4945
0.62,Geothermal,4946
0.62,Geothermal,4947
0.62,Geothermal,4948
0.62,Geothermal,4949
0.62,Geothermal,4950
0.62,Geothermal,4951
0.62,Geothermal,4952
0.62,Geothermal,4954
0.62,Geothermal,4968
0.62,Geothermal,4969
0.62,Geothermal,4970
0.62,Geothermal,4971
0.62,Geothermal,4972
0.62,Geothermal,4973
0.62,Geothermal,4974
0.62,Geothermal,4975
0.62,Geothermal,4976
0.62,Geothermal,4980
0.62,Geothermal,5002
0.62,Geothermal,5003
0.62,Geothermal,5024
0.62,Geothermal,5025
0.62,Geothermal,5027
0.62,Geothermal,5028
0.62,Geothermal,5029
0.62,Geothermal,5030
0.62,Geothermal,5031
0.62,Geothermal,5032
0.62,Geothermal,5055
0.62,Geothermal,5056
0.62,Geothermal,5065
0.62,Geothermal,5066
0.62,Geothermal,5072
0.62,Geothermal,5073
0.62,Geothermal,5074
0.62,Geothermal,5081
0.62,Geothermal,5082
0.62,Geothermal,5083
0.62,Geothermal,5084
0.62,Geothermal,5085
0.62,Geothermal,5086
0.62,Geothermal,5087
0.62,Geothermal,5088
0.62,Geothermal,5089
0.62,Geothermal,5090
0.62,Geothermal,5093
0.62,Geothermal,5094
0.62,Geothermal,5095
0.62,Geothermal,5096
0.62,Geothermal,5097
0.62,Geothermal,5098
0.62,Geothermal,5102
0.62,Geothermal,5103
0.62,Geothermal,5104
0.62,Geothermal,5105
0.62,Geothermal,5106
0.62,Geothermal,5119
0.62,Geothermal,5120
0.62,Geothermal,5128
0.62,Geothermal,5129
0.62,Geothermal,5130
0.62,Geothermal,5131
0.62,Geothermal,5132
0.62,Geothermal,5133
0.62,Geothermal,5134
0.62,Geothermal,5135
0.62,Geothermal,5136
0.62,Geothermal,5137
0.62,Geothermal,5138
0.62,Geothermal,5139
0.62,Geothermal,5140
0.62,Geothermal,5141
0.62,Geothermal,5142
0.62,Geothermal,5143
0.62,Geothermal,5144
0.62,Geothermal,5145
0.62,Geothermal,5146
0.62,Geothermal,5147
0.62,Geothermal,5148
0.62,Geothermal,5149
0.62,Geothermal,5150
0.62,Geothermal,5151
0.62,Geothermal,5152
0.62,Geothermal,5155
0.62,Geothermal,5156
0.62,Geothermal,5157
0.62,Geothermal,5158
0.62,Geothermal,5159
0.62,Geothermal,5160
0.62,Geothermal,5161
0.62,Geothermal,5162
0.62,Geothermal,5163
0.62,Geothermal,5164
0.62,Geothermal,5165
0.62,Geothermal,5166
0.62,Geothermal,5167
0.62,Geothermal,5168
0.62,Geothermal,5169
0.62,Geothermal,5170
0.62,Geothermal,5171
0.62,Geothermal,5175
0.62,Geothermal,5176
0.62,Geothermal,5177
0.62,Geothermal,5178
0.62,Geothermal,5179
0.62,Geothermal,5180
0.62,Geothermal,5181
0.62,Geothermal,5182
0.62,Geothermal,5183
0.62,Geothermal,5184
0.62,Geothermal,5185
0.62,Geothermal,5186
0.62,Geothermal,5187
0.62,Geothermal,5188
0.62,Geothermal,5189
0.62,Geothermal,5190
0.62,Geothermal,5191
0.62,Geothermal,5192
0.62,Geothermal,5193
0.62,Geothermal,5201
0.62,Geothermal,5202
0.62,Geothermal,5203
0.62,Geothermal,5204
0.62,Geothermal,5205
0.62,Geothermal,5206
0.62,Geothermal,5207
0.62,Geothermal,5208
0.62,Geothermal,5209
0.62,Geothermal,5210
0.62,Geothermal,5211
0.62,Geothermal,5212
0.62,Geothermal,5213
0.62,Geothermal,5214
0.62,Geothermal,5215
0.62,Geothermal,5216
0.62,Geothermal,5217
0.62,Geothermal,5218
0.62,Geothermal,5219
0.62,Geothermal,5220
0.62,Geothermal,5221
0.62,Geothermal,5226
0.62,Geothermal,5227
0.62,Geothermal,5228
0.62,Geothermal,5229
0.62,Geothermal,5230
0.62,Geothermal,5231
0.62,Geothermal,5232
0.62,Geothermal,5233
0.62,Geothermal,5234
0.62,Geothermal,5235
0.62,Geothermal,5236
0.62,Geothermal,5237
0.62,Geothermal,5238
0.62,Geothermal,5239
0.62,Geothermal,5240
0.62,Geothermal,5315
0.62,Geothermal,5316
0.62,Geothermal,5317
0.62,Geothermal,5318
0.62,Geothermal,5319
0.62,Geothermal,5320
0.62,Geothermal,5321
0.62,Geothermal,5322
0.62,Geothermal,5342
0.62,Geothermal,12183
0.62,Geothermal,5344
0.62,Geothermal,5345
0.62,Geothermal,5346
0.62,Geothermal,5347
0.62,Geothermal,5367
0.62,Geothermal,5368
0.62,Geothermal,5369
0.62,Geothermal,5386
0.62,Geothermal,5387
0.62,Geothermal,5388
0.62,Geothermal,5391
0.62,Geothermal,5392
0.62,Geothermal,5399
0.62,Geothermal,5412
0.62,Geothermal,5413
0.62,Geothermal,5414
0.62,Geothermal,5415
0.62,Geothermal,5416
0.62,Geothermal,5417
0.62,Geothermal,5418
0.62,Geothermal,5419
0.62,Geothermal,5420
0.62,Geothermal,5427
0.62,Geothermal,5436
0.62,Geothermal,5437
0.62,Geothermal,5438
0.62,Geothermal,5439
0.62,Geothermal,5440
0.62,Geothermal,5470
0.62,Geothermal,5471
0.62,Geothermal,5472
0.62,Geothermal,5473
0.62,Geothermal,5474
0.62,Geothermal,5475
0.62,Geothermal,5476
0.62,Geothermal,5477
0.62,Geothermal,5478
0.62,Geothermal,5479
0.62,Geothermal,5480
0.62,Geothermal,5481
0.62,Geothermal,5482
0.62,Geothermal,5483
0.62,Geothermal,5484
0.62,Geothermal,5485
0.62,Geothermal,5486
0.62,Geothermal,5487
0.62,Geothermal,5488
0.62,Geothermal,5489
0.62,Geothermal,5490
0.62,Geothermal,5491
0.62,Geothermal,5492
0.62,Geothermal,5493
0.62,Geothermal,5494
0.62,Geothermal,5495
0.62,Geothermal,5496
0.62,Geothermal,5497
0.62,Geothermal,5498
0.62,Geothermal,5508
0.62,Geothermal,5509
0.62,Geothermal,5510
0.62,Geothermal,5511
0.62,Geothermal,5517
0.62,Geothermal,5533
0.62,Geothermal,5534
0.62,Geothermal,5535
0.62,Geothermal,5536
0.62,Geothermal,5537
0.62,Geothermal,5538
0.62,Geothermal,5539
0.62,Geothermal,5540
0.62,Geothermal,5541
0.62,Geothermal,5546
0.62,Geothermal,5553
0.62,Geothermal,5554
0.62,Geothermal,5555
0.62,Geothermal,5556
0.62,Geothermal,5557
0.62,Geothermal,5558
0.62,Geothermal,5559
0.62,Geothermal,5560
0.62,Geothermal,5561
0.62,Geothermal,5562
0.62,Geothermal,5563
0.62,Geothermal,5577
0.62,Geothermal,5578
0.62,Geothermal,5579
0.62,Geothermal,5580
0.62,Geothermal,5581
0.62,Geothermal,5582
0.62,Geothermal,5583
0.62,Geothermal,5584
0.62,Geothermal,5585
0.62,Geothermal,5586
0.62,Geothermal,5587
0.62,Geothermal,5588
0.62,Geothermal,5603
0.62,Geothermal,5604
0.62,Geothermal,5605
0.62,Geothermal,5606
